,intensidad,ocupacion,vmed,cong,anom,outlier
1597,1439,5,60,1,0,0
1598,1636,9,58,1,0,0
1599,1429,7,58,1,0,0
1600,1246,5,59,1,0,0
1601,1680,8,59,1,0,0
1602,1548,8,56,1,0,0
1603,1411,5,62,1,0,0
1604,1365,4,64,1,0,0
1605,1395,5,60,1,0,0
1606,1440,7,56,1,0,0
1607,1525,6,61,1,0,0
1608,1575,5,60,1,0,0
1609,1420,8,60,1,0,0
1610,930,4,63,1,0,0
1611,760,6,59,0,0,0
1612,1515,9,56,1,0,0
1613,1650,6,61,1,0,0
1614,1499,7,60,1,0,0
1615,1260,7,58,1,0,0
1616,828,6,63,1,0,0
1617,396,2,60,0,0,0
1618,277,2,62,0,0,0
1619,420,4,61,0,0,0
1620,420,3,68,0,0,0
1621,348,4,62,0,0,0
1622,240,-1,64,0,0,0
1623,420,1,61,0,0,0
1624,120,-1,66,0,0,0
1625,540,2,63,0,0,0
1626,151,-1,66,0,0,0
1627,90,0,33,0,0,0
1628,61,-1,34,0,0,0
1629,168,-1,62,0,0,0
1630,193,-1,40,0,0,1
1631,1065,6,60,1,0,0
1632,924,4,61,1,0,0
1633,456,2,65,0,0,0
1634,121,1,65,0,0,0
1635,72,1,42,0,0,0
1636,37,-1,36,0,0,0
1637,84,-1,69,0,0,0
1638,75,-1,59,0,0,0
1639,18,-1,25,0,0,1
1640,90,0,53,0,0,0
1641,84,-1,46,0,0,0
1642,0,0,0,0,0,0
1643,60,-1,32,0,0,0
1644,135,-1,61,0,0,0
1645,586,3,66,0,0,0
1646,49,-1,41,0,0,0
1647,30,-1,15,0,0,0
1648,204,-1,65,0,0,0
1649,271,-1,69,0,0,0
1650,330,3,59,0,0,0
1651,180,1,59,0,0,0
1652,24,0,16,0,0,0
1653,939,3,62,1,0,0
1654,912,4,63,1,0,0
1655,1184,6,63,1,0,0
1656,1185,6,63,1,0,0
1657,1499,7,65,1,0,0
1658,1140,4,62,1,0,0
1659,840,4,58,1,0,0
1660,1260,4,64,1,0,0
1661,930,6,62,1,0,0
1662,960,6,56,1,0,0
1663,1020,4,57,1,0,0
1664,1081,5,60,1,0,0
1665,864,5,58,1,0,0
1666,1236,4,63,1,0,0
1667,1320,6,59,1,0,0
1668,1065,6,61,1,0,0
1669,1350,6,61,1,0,0
1670,1187,6,61,1,0,0
1671,1140,5,58,1,0,0
1672,1160,4,60,1,0,0
1673,889,6,59,1,0,0
1674,1449,6,60,1,0,0
1675,1272,6,59,1,0,0
1676,601,2,62,0,0,0
1677,946,5,59,1,0,0
1678,720,5,63,0,0,0
1679,1140,5,55,1,0,0
1680,1110,4,60,1,0,0
1681,859,3,59,1,0,0
1682,1224,6,59,1,0,0
1683,1248,4,64,1,0,0
1684,1152,8,59,1,0,0
1685,1200,5,59,1,0,0
1686,1275,7,62,1,0,0
1687,1139,7,58,1,0,0
1688,1404,7,56,1,0,0
1689,1100,6,55,1,0,0
1690,1320,8,60,1,0,0
1691,1440,7,61,1,0,0
1692,1755,8,60,1,0,0
1693,2041,8,57,1,0,1
1694,1110,6,60,1,0,0
1695,1860,9,56,1,0,0
1696,1439,6,61,1,0,0
1697,1110,5,59,1,0,0
1698,1152,6,62,1,0,0
1699,1080,4,63,1,0,0
1700,1440,7,60,1,0,0
1701,1080,4,63,1,0,0
1702,1365,6,62,1,0,0
1703,1272,5,57,1,0,0
1704,1081,6,59,1,0,0
1705,1516,8,59,1,0,0
1706,1260,6,59,1,0,0
1707,1428,10,56,1,0,0
1708,1572,7,59,1,0,0
1709,1695,9,58,1,0,0
1710,900,7,58,1,0,0
1711,1515,9,55,1,0,0
1712,1452,6,58,1,0,0
1713,1380,6,60,1,0,0
1714,1290,5,60,1,0,0
1715,1764,8,58,1,0,0
1716,1537,5,61,1,0,0
1717,1163,8,60,1,0,0
1718,961,5,61,1,0,0
1719,885,3,60,1,0,0
1720,1151,6,61,1,0,0
1721,1284,4,61,1,0,0
1722,1104,6,59,1,0,0
1723,930,4,61,1,0,0
1724,721,6,59,0,0,0
1725,660,2,64,0,0,0
1726,435,2,63,0,0,0
1727,540,2,65,0,0,0
1728,706,3,63,0,0,0
1729,288,1,62,0,0,0
1730,321,2,68,0,0,0
1731,421,1,64,0,0,0
1732,301,-1,71,0,0,0
1733,180,1,61,0,0,0
1734,100,1,23,0,0,1
1735,0,0,0,0,0,0
1736,105,0,52,0,0,0
1737,196,-1,54,0,0,0
1738,195,1,58,0,0,0
1739,121,-1,60,0,0,0
1740,45,1,16,0,0,0
1741,60,-1,44,0,0,0
1742,48,0,29,0,0,0
1743,73,0,44,0,0,0
1744,73,-1,63,0,0,0
1745,24,0,22,0,0,0
1746,30,0,37,0,0,0
1747,120,-1,58,0,0,0
1748,15,-1,17,0,0,0
1749,45,-1,41,0,0,0
1750,60,1,34,0,0,0
1751,0,0,0,0,0,0
1752,90,1,66,0,0,0
1753,120,-1,67,0,0,0
1754,217,0,55,0,0,0
1755,420,3,64,0,0,0
1756,240,1,71,0,0,0
1757,481,2,69,0,0,0
1758,615,3,63,0,0,0
1759,855,5,66,1,0,0
1760,1092,7,58,1,0,0
1761,930,5,64,1,0,0
1762,1110,6,63,1,0,0
1763,1410,5,62,1,0,0
1764,1300,7,65,1,0,0
1765,1284,6,57,1,0,0
1766,931,5,62,1,0,0
1767,1080,4,74,1,0,1
1768,1005,5,61,1,0,0
1769,959,3,66,1,0,0
1770,1297,6,65,1,0,0
1771,1199,7,63,1,0,0
1772,690,4,60,0,0,0
1773,840,4,60,1,0,0
1774,1080,7,58,1,0,0
1775,1656,8,56,1,0,0
1776,945,4,59,1,0,0
1777,1391,6,61,1,0,0
1778,1066,2,60,1,0,0
1779,1050,6,61,1,0,0
1780,1584,8,60,1,0,0
1781,1369,7,61,1,0,0
1782,1680,10,55,1,0,0
1783,1320,7,60,1,0,0
1784,1619,8,57,1,0,0
1785,1549,6,61,1,0,0
1786,1416,7,60,1,0,0
1787,1428,7,61,1,0,0
1788,1501,6,60,1,0,0
1789,1332,5,64,1,0,0
1790,1548,8,58,1,0,0
1791,1464,5,60,1,0,0
1792,1110,4,62,1,0,0
1793,540,2,57,0,0,0
1794,1381,6,60,1,0,0
1795,1050,5,64,1,0,0
1796,1621,6,58,1,0,0
1797,1081,5,60,1,0,0
1798,1240,7,56,1,0,0
1799,1379,8,60,1,0,0
1800,1364,7,57,1,0,0
1801,1465,7,57,1,0,0
1802,1245,5,60,1,0,0
1803,1580,8,57,1,0,0
1804,480,3,61,0,0,0
1805,2040,11,56,1,0,1
1806,1305,7,61,1,0,0
1807,1740,9,60,1,0,0
1808,1512,5,61,1,0,0
1809,1740,10,58,1,0,0
1810,1404,6,65,1,0,0
1811,1515,8,63,1,0,0
1812,1511,7,60,1,0,0
1813,1344,8,60,1,0,0
1814,1244,6,60,1,0,0
1815,1271,7,59,1,0,0
1816,624,1,66,0,0,0
1817,765,5,60,0,0,0
1818,1128,5,58,1,0,0
1819,912,5,58,1,0,0
1820,1181,6,61,1,0,0
1821,766,3,63,0,0,0
1822,570,3,59,0,0,0
1823,346,2,65,0,0,0
1824,703,5,58,0,0,0
1825,579,3,59,0,0,0
1826,881,4,62,1,0,0
1827,510,2,61,0,0,0
1828,216,2,65,0,0,0
1829,239,1,61,0,0,0
1830,285,1,67,0,0,0
1831,96,1,41,0,0,0
1832,195,-1,64,0,0,0
1833,168,-1,58,0,0,0
1834,75,-1,33,0,0,0
1835,127,-1,62,0,0,0
1836,100,1,64,0,0,0
1837,156,-1,61,0,0,0
1838,151,-1,56,0,0,0
1839,96,0,46,0,0,0
1840,37,-1,37,0,0,0
1841,48,0,53,0,0,0
1842,30,-1,16,0,0,0
1843,48,-1,36,0,0,0
1844,24,0,23,0,0,0
1845,15,-1,13,0,0,1
1846,108,-1,69,0,0,0
1847,72,-1,62,0,0,0
1848,0,0,0,0,0,0
1849,75,-1,67,0,0,0
1850,120,-1,61,0,0,0
1851,300,1,68,0,0,0
1852,420,3,66,0,0,0
1853,405,2,70,0,0,0
1854,630,3,64,0,0,0
1855,870,5,59,1,0,0
1856,900,4,63,1,0,0
1857,1259,6,67,1,0,0
1858,1245,7,64,1,0,0
1859,1125,5,61,1,0,0
1860,1096,5,59,1,0,0
1861,888,5,61,1,0,0
1862,1095,4,69,1,0,1
1863,1140,5,60,1,0,0
1864,1081,6,62,1,0,0
1865,1005,6,55,1,0,0
1866,1119,4,60,1,0,0
1867,885,4,69,1,0,1
1868,1021,5,58,1,0,0
1869,1164,5,62,1,0,0
1870,946,2,63,1,0,0
1871,791,4,62,0,0,0
1872,931,4,60,1,0,0
1873,1110,4,60,1,0,0
1874,1180,4,59,1,0,0
1875,1005,6,59,1,0,0
1876,1065,4,61,1,0,0
1877,1350,7,60,1,0,0
1878,1225,8,59,1,0,0
1879,960,4,63,1,0,0
1880,1429,7,58,1,0,0
1881,1530,6,57,1,0,0
1882,1350,7,62,1,0,0
1883,1788,9,57,1,0,0
1884,1341,5,60,1,0,0
1885,1380,7,60,1,0,0
1886,1321,3,62,1,0,0
1887,1531,7,64,1,0,0
1888,1799,8,60,1,0,0
1889,980,5,58,1,0,0
1890,1080,4,64,1,0,0
1891,1246,6,62,1,0,0
1892,1248,5,60,1,0,0
1893,1031,5,61,1,0,0
1894,1065,4,61,1,0,0
1895,1440,8,60,1,0,0
1896,1345,6,60,1,0,0
1897,1455,6,61,1,0,0
1898,1422,7,63,1,0,0
1899,1657,9,56,1,0,0
1900,1170,3,61,1,0,0
1901,1392,5,58,1,0,0
1902,1464,5,64,1,0,0
1903,780,5,58,0,0,0
1904,1776,6,62,1,0,0
1905,1516,7,58,1,0,0
1906,1260,6,63,1,0,0
1907,1456,8,57,1,0,0
1908,1200,4,59,1,0,0
1909,1140,5,56,1,0,0
1910,1095,4,62,1,0,0
1911,1560,9,59,1,0,0
1912,1200,5,64,1,0,0
1913,1290,6,60,1,0,0
1914,756,5,62,0,0,0
1915,1366,8,58,1,0,0
1916,1020,4,59,1,0,0
1917,825,4,64,1,0,0
1918,931,5,61,1,0,0
1919,674,5,65,0,0,0
1920,509,4,63,0,0,0
1921,540,3,62,0,0,0
1922,840,3,64,1,0,0
1923,431,-1,62,0,0,0
1924,516,1,65,0,0,0
1925,585,2,66,0,0,0
1926,228,1,70,0,0,0
1927,260,1,64,0,0,0
1928,210,1,68,0,0,0
1929,300,1,62,0,0,0
1930,120,1,64,0,0,0
1931,60,-1,63,0,0,0
1932,144,0,26,0,0,1
1933,0,0,0,0,0,0
1934,120,1,37,0,0,0
1935,180,1,65,0,0,0
1936,0,0,0,0,0,0
1937,141,-1,54,0,0,0
1938,160,1,42,0,0,0
1939,120,1,68,0,0,0
1940,60,-1,75,0,0,1
1941,140,-1,64,0,0,0
1942,60,-1,67,0,0,0
1943,120,1,37,0,0,0
1944,90,-1,72,0,0,0
1945,120,1,68,0,0,0
1946,240,1,67,0,0,0
1947,140,-1,54,0,0,0
1948,1020,5,63,1,0,0
1949,660,3,61,0,0,0
1950,360,2,60,0,0,0
1951,1035,4,65,1,0,0
1952,1380,7,61,1,0,0
1953,1140,4,62,1,0,0
1954,1340,6,63,1,0,0
1955,1160,3,65,1,0,0
1956,900,3,59,1,0,0
1957,1321,5,64,1,0,0
1958,1140,5,59,1,0,0
1959,1020,5,63,1,0,0
1960,696,3,58,0,0,0
1961,750,6,61,0,0,0
1962,1260,5,60,1,0,0
1963,1170,5,55,1,0,0
1964,1680,7,63,1,0,0
1965,1260,7,56,1,0,0
1966,1120,6,58,1,0,0
1967,1240,3,58,1,0,0
1968,780,3,60,0,0,0
1969,856,3,59,1,0,0
1970,1470,6,63,1,0,0
1971,1704,7,60,1,0,0
1972,1440,7,60,1,0,0
1973,1800,9,50,1,0,1
1974,1500,6,59,1,0,0
1975,1800,8,60,1,0,0
1976,840,3,63,1,0,0
1977,2220,11,55,1,0,1
1978,1440,7,60,1,0,0
1979,1860,7,61,1,0,1
1980,1741,5,60,1,0,0
1981,1200,6,60,1,0,0
1982,1200,5,68,1,0,0
1983,1080,5,58,1,0,0
1984,1440,7,59,1,0,0
1985,1066,6,58,1,0,0
1986,1500,6,60,1,0,0
1987,1770,8,57,1,0,0
1988,1320,3,60,1,0,0
1989,1080,4,63,1,0,0
1990,1041,6,61,1,0,0
1991,900,4,62,1,0,0
1992,1171,3,61,1,0,0
1993,1381,5,61,1,0,0
1994,1229,6,58,1,0,0
1995,1200,5,57,1,0,0
1996,1560,7,61,1,0,0
1997,1479,7,61,1,0,0
1998,1140,7,57,1,0,0
1999,1440,7,59,1,0,0
2000,1540,7,59,1,0,0
2001,1488,6,64,1,0,0
2002,1560,8,56,1,0,0
2003,624,3,63,0,0,0
2004,1120,6,61,1,0,0
2005,1230,7,54,1,0,0
2006,1140,7,61,1,0,0
2007,680,3,62,0,0,0
2008,660,4,60,0,0,0
2009,600,2,64,0,0,0
2010,640,5,61,0,0,0
2011,980,2,63,1,0,0
2012,441,2,60,0,0,0
2013,660,5,58,0,0,0
2014,600,4,64,0,0,0
2015,899,2,59,1,0,0
2016,561,-1,64,0,0,0
2017,540,1,63,0,0,0
2018,384,1,63,0,0,0
2019,406,-1,65,0,0,0
2020,260,1,64,0,0,0
2021,321,1,60,0,0,0
2022,240,1,66,0,0,0
2023,240,1,69,0,0,0
2024,180,1,58,0,0,0
2025,260,1,63,0,0,0
2026,40,-1,22,0,0,0
2027,180,-1,59,0,0,0
2028,180,-1,62,0,0,0
2029,90,-1,61,0,0,0
2030,60,-1,54,0,0,0
2031,60,-1,62,0,0,0
2032,60,-1,70,0,0,0
2033,180,-1,58,0,0,0
2034,136,-1,62,0,0,0
2035,120,-1,62,0,0,0
2036,60,-1,66,0,0,0
2037,240,1,60,0,0,0
2038,330,1,64,0,0,0
2039,480,1,67,0,0,0
2040,348,2,67,0,0,0
2041,980,5,62,1,0,0
2042,780,3,64,0,0,0
2043,1280,5,65,1,0,0
2044,1460,6,60,1,0,0
2045,1220,5,63,1,0,0
2046,1260,5,64,1,0,0
2047,960,5,70,1,0,1
2048,1160,5,61,1,0,0
2049,1200,6,62,1,0,0
2050,960,4,61,1,0,0
2051,1100,5,63,1,0,0
2052,660,2,64,0,0,0
2053,915,6,58,1,0,0
2054,720,2,65,0,0,0
2055,1380,9,58,1,0,0
2056,780,2,58,0,0,0
2057,1050,6,59,1,0,0
2058,1140,5,61,1,0,0
2059,1080,6,58,1,0,0
2060,1140,5,58,1,0,0
2061,1171,4,63,1,0,0
2062,1000,3,58,1,0,0
2063,1830,9,55,1,0,0
2064,1380,7,59,1,0,0
2065,1560,8,61,1,0,0
2066,2100,9,59,1,0,1
2067,1800,8,59,1,0,0
2068,1836,9,58,1,0,0
2069,1591,6,60,1,0,0
2070,1980,6,62,1,0,1
2071,1620,11,50,1,0,1
2072,1500,5,59,1,0,0
2073,1290,4,63,1,0,0
2074,1380,6,60,1,0,0
2075,1440,7,58,1,0,0
2076,1380,7,60,1,0,0
2077,1521,6,60,1,0,0
2078,1416,5,60,1,0,0
2079,1200,6,64,1,0,0
2080,1380,7,57,1,0,0
2081,1620,9,56,1,0,0
2082,720,3,63,0,0,0
2083,1140,4,58,1,0,0
2084,1020,5,62,1,0,0
2085,1320,7,58,1,0,0
2086,1221,6,60,1,0,0
2087,1420,7,58,1,0,0
2088,1125,3,59,1,0,0
2089,2340,11,57,1,0,1
2090,1320,7,58,1,0,0
2091,1341,9,58,1,0,0
2092,1320,5,64,1,0,0
2093,1340,8,58,1,0,0
2094,1366,7,58,1,0,0
2095,1179,3,63,1,0,0
2096,939,5,59,1,0,0
2097,1200,6,56,1,0,0
2098,780,3,64,0,0,0
2099,975,6,58,1,0,0
2100,690,3,66,0,0,0
2101,600,2,59,0,0,0
2102,960,4,63,1,0,0
2103,1020,6,64,1,0,0
2104,840,5,62,1,0,0
2105,840,3,61,1,0,0
2106,945,3,64,1,0,0
2107,640,4,62,0,0,0
2108,599,2,64,0,0,0
2109,720,2,65,0,0,0
2110,560,1,64,0,0,0
2111,780,2,60,0,0,0
2112,690,2,60,0,0,0
2113,300,1,61,0,0,0
2114,480,2,65,0,0,0
2115,561,2,63,0,0,0
2116,690,3,65,0,0,0
2117,680,2,65,0,0,0
2118,400,1,62,0,0,0
2119,516,1,62,0,0,0
2120,380,2,58,0,0,0
2121,360,1,59,0,0,0
2122,260,2,57,0,0,0
2123,390,1,66,0,0,0
2124,240,1,53,0,0,0
2125,450,1,61,0,0,0
2126,210,-1,66,0,0,0
2127,360,2,61,0,0,0
2128,420,1,67,0,0,0
2129,120,1,57,0,0,0
2130,540,2,66,0,0,0
2131,460,1,67,0,0,0
2132,300,2,63,0,0,0
2133,360,2,63,0,0,0
2134,360,3,61,0,0,0
2135,360,2,59,0,0,0
2136,705,2,57,0,0,0
2137,480,2,62,0,0,0
2138,600,4,67,0,0,0
2139,540,1,60,0,0,0
2140,780,4,65,0,0,0
2141,960,5,59,1,0,0
2142,1060,4,59,1,0,0
2143,1080,5,63,1,0,0
2144,780,6,58,0,0,0
2145,900,4,58,1,0,0
2146,945,6,59,1,0,0
2147,960,5,55,1,0,0
2148,720,2,64,0,0,0
2149,720,4,58,0,0,0
2150,800,5,60,1,0,0
2151,1020,5,59,1,0,0
2152,1200,6,62,1,0,0
2153,1119,6,59,1,0,0
2154,1590,8,59,1,0,0
2155,660,2,67,0,0,0
2156,1140,5,61,1,0,0
2157,1080,7,57,1,0,0
2158,900,4,66,1,0,0
2159,1350,6,61,1,0,0
2160,975,4,57,1,0,0
2161,1080,6,62,1,0,0
2162,1000,3,64,1,0,0
2163,876,3,61,1,0,0
2164,720,4,66,0,0,0
2165,660,3,58,0,0,0
2166,720,4,61,0,0,0
2167,600,2,65,0,0,0
2168,720,2,66,0,0,0
2169,889,3,62,1,0,0
2170,780,4,61,0,0,0
2171,960,2,60,1,0,0
2172,840,5,57,1,0,0
2173,660,2,62,0,0,0
2174,570,4,57,0,0,0
2175,840,3,63,1,0,0
2176,600,2,63,0,0,0
2177,853,3,63,1,0,0
2178,720,3,61,0,0,0
2179,840,4,57,1,0,0
2180,840,3,56,1,0,0
2181,1020,5,59,1,0,0
2182,880,6,59,1,0,0
2183,920,2,57,1,0,0
2184,1260,5,55,1,0,0
2185,1319,8,55,1,0,0
2186,840,4,63,1,0,0
2187,1260,7,58,1,0,0
2188,1095,6,56,1,0,0
2189,820,4,59,1,0,0
2190,810,3,56,1,0,0
2191,840,5,60,1,0,0
2192,708,5,59,0,0,0
2193,840,5,54,1,0,0
2194,700,2,57,0,0,0
2195,1080,6,56,1,0,0
2196,660,4,58,0,0,0
2197,720,3,60,0,0,0
2198,972,4,57,1,0,0
2199,930,3,63,1,0,0
2200,1500,6,55,1,0,0
2201,980,6,57,1,0,0
2202,860,3,60,1,0,0
2203,900,4,62,1,0,0
2204,960,2,59,1,0,0
2205,660,2,62,0,0,0
2206,660,2,65,0,0,0
2207,480,2,61,0,0,0
2208,660,2,62,0,0,0
2209,960,4,65,1,0,0
2210,540,2,66,0,0,0
2211,150,2,63,0,0,0
2212,300,1,57,0,0,0
2213,359,3,61,0,0,0
2214,60,-1,62,0,0,0
2215,300,1,69,0,0,0
2216,480,1,71,0,0,0
2217,240,2,61,0,0,0
2218,420,1,60,0,0,0
2219,480,2,78,0,0,1
2220,460,1,66,0,0,0
2221,460,3,59,0,0,0
2222,450,2,68,0,0,0
2223,720,3,62,0,0,0
2224,600,2,63,0,0,0
2225,480,2,66,0,0,0
2226,570,2,61,0,0,0
2227,680,3,61,0,0,0
2228,540,2,65,0,0,0
2229,660,5,61,0,0,0
2230,960,5,60,1,0,0
2231,1000,3,62,1,0,0
2232,780,3,63,0,0,0
2233,900,5,59,1,0,0
2234,1020,4,61,1,0,0
2235,1260,6,64,1,0,0
2236,1000,6,63,1,0,0
2237,600,2,60,0,0,0
2238,990,6,63,1,0,0
2239,660,4,60,0,0,0
2240,959,5,60,1,0,0
2241,720,2,59,0,0,0
2242,810,4,64,1,0,0
2243,720,2,63,0,0,0
2244,720,2,64,0,0,0
2245,900,3,60,1,0,0
2246,960,4,59,1,0,0
2247,920,4,64,1,0,0
2248,1080,4,59,1,0,0
2249,960,4,63,1,0,0
2250,840,3,59,1,0,0
2251,820,3,59,1,0,0
2252,780,3,63,0,0,0
2253,760,4,59,0,0,0
2254,840,4,63,1,0,0
2255,1080,5,60,1,0,0
2256,681,3,65,0,0,0
2257,1020,4,54,1,0,0
2258,780,5,68,0,0,0
2259,1050,3,58,1,0,0
2260,1140,6,61,1,0,0
2261,1020,4,58,1,0,0
2262,1500,7,60,1,0,0
2263,1110,4,57,1,0,0
2264,1080,5,59,1,0,0
2265,1216,4,58,1,0,0
2266,920,6,58,1,0,0
2267,1200,6,60,1,0,0
2268,960,4,61,1,0,0
2269,570,4,69,0,0,0
2270,660,2,59,0,0,0
2271,420,1,64,0,0,0
2272,680,3,61,0,0,0
2273,540,2,57,0,0,0
2274,540,2,61,0,0,0
2275,615,2,64,0,0,0
2276,264,1,67,0,0,0
2277,465,1,62,0,0,0
2278,281,1,43,0,0,1
2279,150,-1,30,0,0,1
2280,132,-1,63,0,0,0
2281,120,-1,57,0,0,0
2282,226,-1,55,0,0,0
2283,121,-1,61,0,0,0
2284,300,1,58,0,0,0
2285,75,1,30,0,0,0
2286,73,0,48,0,0,0
2287,97,-1,69,0,0,0
2288,0,0,0,0,0,0
2289,12,0,10,0,0,1
2290,74,0,57,0,0,0
2291,60,-1,56,0,0,0
2292,72,-1,66,0,0,0
2293,90,0,50,0,0,0
2294,75,-1,49,0,0,0
2295,108,-1,41,0,0,0
2296,200,-1,55,0,0,0
2297,210,0,48,0,0,1
2298,253,-1,61,0,0,0
2299,315,1,66,0,0,0
2300,345,4,65,0,0,0
2301,660,1,62,0,0,0
2302,576,3,58,0,0,0
2303,915,4,62,1,0,0
2304,1051,6,62,1,0,0
2305,1140,4,62,1,0,0
2306,915,2,61,1,0,0
2307,1176,5,61,1,0,0
2308,720,4,67,0,0,0
2309,1200,6,60,1,0,0
2310,1160,4,61,1,0,0
2311,1165,4,66,1,0,0
2312,971,6,58,1,0,0
2313,936,5,57,1,0,0
2314,720,6,58,0,0,0
2315,1035,4,58,1,0,0
2316,1104,5,68,1,0,0
2317,960,5,61,1,0,0
2318,1104,5,65,1,0,0
2319,1055,5,60,1,0,0
2320,1050,5,59,1,0,0
2321,1050,3,63,1,0,0
2322,1005,3,62,1,0,0
2323,1309,5,59,1,0,0
2324,875,3,64,1,0,0
2325,1485,5,59,1,0,0
2326,1200,8,63,1,0,0
2327,1516,5,60,1,0,0
2328,1320,5,61,1,0,0
2329,1246,4,64,1,0,0
2330,1140,5,59,1,0,0
2331,1489,8,59,1,0,0
2332,1776,9,57,1,0,0
2333,1571,6,60,1,0,0
2334,1284,4,62,1,0,0
2335,1780,8,61,1,0,0
2336,1050,5,60,1,0,0
2337,1440,7,59,1,0,0
2338,1230,3,63,1,0,0
2339,1020,3,61,1,0,0
2340,799,3,60,1,0,0
2341,1140,4,61,1,0,0
2342,1350,5,61,1,0,0
2343,1596,6,57,1,0,0
2344,1129,7,57,1,0,0
2345,1596,8,59,1,0,0
2346,1370,8,57,1,0,0
2347,1305,8,56,1,0,0
2348,1788,8,58,1,0,0
2349,1068,6,63,1,0,0
2350,1440,7,56,1,0,0
2351,1560,6,60,1,0,0
2352,1560,5,62,1,0,0
2353,1356,5,61,1,0,0
2354,719,5,37,0,0,1
2355,1608,6,60,1,0,0
2356,1284,7,61,1,0,0
2357,1335,4,61,1,0,0
2358,1080,6,59,1,0,0
2359,1500,6,63,1,0,0
2360,1189,5,59,1,0,0
2361,1005,6,62,1,0,0
2362,828,4,59,1,0,0
2363,675,5,60,0,0,0
2364,735,4,67,0,0,0
2365,768,4,61,0,0,0
2366,420,1,58,0,0,0
2367,900,5,61,1,0,0
